<CHAPTER	RgFwOr	<CHAPTER
επιστολή	NoCmFeSgAc	επιστολή
στην	AsPpPaFeSgAc	στου
Πρόεδρο	NoCmMaSgAc	πρόεδρος
της	AtDfFeSgGe	ο
Σρι	RgFwTr	Σρι
Λάνκα	RgFwTr	Λάνκα
,	COMMA	,
όπου	AdBa	όπου
θα	PtFu	θα
εκφράζετε	VbMnIdPr02PlIpAv	εκφράζω
τη	AtDfFeSgAc	ο
λύπη	NoCmFeSgAc	λύπη
του	AtDfNeSgGe	ο
Κοινοβουλίου	NoCmNeSgGe	κοινοβούλιο
για	AsPpSp	για
τον	AtDfMaSgAc	ο
θάνατό	NoCmMaSgAc	θάνατος
του	PnPoMa03SgGe	μου
και	CjCo	και
τους	AtDfMaPlAc	ο
άλλους	PnIdMa03PlAc	άλλος
βίαιους	AjBaMaPlAc	βίαιος
θανάτους	NoCmMaPlAc	θάνατος
στη	AsPpPaFeSgAc	στου
Σρι	RgFwTr	Σρι
Λάνκα	RgFwTr	Λάνκα
και	CjCo	και
θα	PtFu	θα
την	PnPeFe03SgAcWe	εγώ
παρακινείτε	VbMnIdPr02PlIpAv	παρακινώ
να	PtSj	να
πράξει	VbMnId03SgPeAv	πράττω
οτιδήποτε	PnRiNe03SgAc	οτιδήποτε
είναι	VbMnIdPr03SgIpPv	είμαι
δυνατό	AjBaNeSgNm	δυνατός
,	COMMA	,
από	AsPpSp	από
την	AtDfFeSgAc	ο
πλευρά	NoCmFeSgAc	πλευρά
της	PnPoFe03SgGe	μου
,	COMMA	,
για	AsPpSp	για
να	PtSj	να
αναζητήσει	VbMnId03SgPeAv	αναζητώ
μια	AtIdFeSgAc	ένας
ειρηνική	AjBaFeSgAc	ειρηνικός
διευθέτηση	NoCmFeSgAc	διευθέτηση
σε	AsPpSp	σε
μια	AtIdFeSgAc	ένας
πολύ	AdBa	πολύ
δύσκολη	AjBaFeSgAc	δύσκολος
κατάσταση	NoCmFeSgAc	κατάσταση
;	SEMICOLON	;
<SPEAKER	RgFwOr	<SPEAKER
ID=3	DIG	ID=3
NAME="Πρόεδρος">	RgFwOr	<unknown>
Ναι	AdBa	ναι
,	COMMA	,
κύριε	VbMnIdPa03SgIpAv	κύριος
Evans	RgFwOr	Evans
,	COMMA	,
θεωρώ	VbMnIdPr01SgIpAv	θεωρώ
ότι	CjSb	ότι
μία	AtIdFeSgNm	ένας
πρωτοβουλία	NoCmFeSgNm	πρωτοβουλία
με	AsPpSp	με
την	AtDfFeSgAc	ο
έννοια	NoCmFeSgAc	έννοια
που	PnReFe03SgAc	που
μόλις	AdBa	μόλις
προτείνατε	VbMnIdPa02PlPeAv	προτείνω
θα	PtFu	θα
ήταν	VbMnIdPa03SgIpPv	είμαι
απολύτως	AdBa	απόλυτα
ενδεδειγμένη	VbMnPpSgFePePvNm	ενδείκνυμαι
.	SENT	.

Εάν	CjSb	αν
το	AtDfNeSgNm	ο
Σώμα	NoCmNeSgNm	σώμα
συμφωνεί	VbMnIdPr03SgIpAv	συμφωνώ
θα	PtFu	θα
πράξω	VbMnId01SgPeAv	πράττω
όπως	AdBa	όπως
πρότεινε	VbMnIdPa03SgPeAv	προτείνω
ο	AtDfMaSgNm	ο
κ.	INIT	κ.
Evans	RgFwOr	Evans
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=4	DIG	ID=4
NAME="MacCormick">	RgFwOr	<unknown>
Κυρία	NoPrFeSgAc	Κυρία
Πρόεδρε	VbMnIdPa03SgPeAv	<unknown>
,	COMMA	,
επί	AsPpSp	επί
ενός	AtIdNeSgGe	ένας
θέματος	NoCmNeSgGe	θέμα
διαδικασίας	NoCmFeSgGe	διαδικασία
.	SENT	.

Θα	PtFu	θα
ήθελα	VbMnIdPa01SgIpAv	θέλω
τη	AtDfFeSgAc	ο
συμβουλή	NoCmFeSgAc	συμβουλή
σας	PnPoMa02PlGe	μου
για	AsPpSp	για
το	AtDfNeSgAc	ο
άρθρο	NoCmNeSgAc	άρθρο
143	DIG	143
περί	AsPpSp	περί
του	AtDfMaSgGe	ο
μη	PtNg	μην
παραδεκτού	AjBaMaSgGe	παραδεκτός
.	SENT	.

Το	AtDfNeSgNm	ο
ερώτημά	NoCmNeSgNm	ερώτημα
μου	PnPoMa01SgGe	μου
αφορά	VbMnIdPr03SgIpAv	αφορώ
κάτι	PnIdNe03SgAc	κάτι
που	PnReNe03SgNm	που
θα	PtFu	θα
τεθεί	VbMnId03SgPePv	θέτω
προς	AsPpSp	προς
συζήτηση	NoCmFeSgAc	συζήτηση
την	AtDfFeSgAc	ο
Πέμπτη	DATE	Πέμπτη
,	COMMA	,
το	AtDfNeSgNm	ο
οποίο	PnReNe03SgNm	οποίος
θα	PtFu	θα
θέσω	VbMnId01SgPeAv	θέτω
τότε	AdBa	τότε
ξανά	AdBa	ξανά
.	SENT	.

<P>	RgFwOr	<unknown>
Η	AtDfFeSgNm	ο
έκθεση	NoCmFeSgNm	έκθεση
Cunha	RgFwOr	Cunha
,	COMMA	,
σχετικά	AdBa	σχετικά
με	AsPpSp	με
τα	AtDfNePlAc	ο
πολυετή	AjBaNePlAc	πολυετής
προγράμματα	NoCmNePlAc	πρόγραμμα
προσανατολισμού	NoCmMaSgGe	προσανατολισμός
,	COMMA	,
θα	PtFu	θα
τεθεί	VbMnId03SgPePv	θέτω
ενώπιον	AsPpSp	ενώπιον
του	AtDfNeSgGe	ο
Κοινοβουλίου	NoCmNeSgGe	κοινοβούλιο
την	AtDfFeSgAc	ο
Πέμπτη	DATE	Πέμπτη
και	CjCo	και
περιέχει	VbMnIdPr03SgIpAv	περιέχω
μία	AtIdFeSgAc	ένας
πρόταση	NoCmFeSgAc	πρόταση
στην	AsPpPaFeSgAc	στου
παράγραφο	NoCmFeSgAc	παράγραφος
6	DIG	6
,	COMMA	,
ότι	CjSb	ότι
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
θεσπισθούν	VbMnId03PlPePv	θεσπίζω
κυρώσεις	NoCmFePlNm	κύρωση
με	AsPpSp	με
τη	AtDfFeSgAc	ο
μορφή	NoCmFeSgAc	μορφή
ποσοστώσεων	NoCmFePlGe	ποσόστωση
για	AsPpSp	για
τις	AtDfFePlAc	ο
χώρες	NoCmFePlAc	χώρα
που	PnReFe03PlNm	που
αποτυγχάνουν	VbMnIdPr03PlIpAv	αποτυγχάνω
να	PtSj	να
επιτύχουν	VbMnId03PlPeAv	επιτυχαίνω
ετησίως	AdBa	ετησίως
τους	AtDfMaPlAc	ο
στόχους	NoCmMaPlAc	στόχος
μείωσης	NoCmFeSgGe	μείωση
των	AtDfMaPlGe	ο
στόλων	NoCmMaPlGe	στόλος
τους	PnPoMa03PlGe	μου
.	SENT	.

Αναφέρει	VbMnIdPr03SgIpAv	αναφέρω
ότι	CjSb	ότι
αυτό	PnDmNe03SgNm	αυτός
πρέπει	VbIsIdPr03SgIpAv	πρέπει
να	PtSj	να
πραγματοποιηθεί	VbMnId03SgPePv	πραγματοποιώ
παρά	AsPpSp	παρά
την	AtDfFeSgAc	ο
αρχή	NoCmFeSgAc	αρχή
της	AtDfFeSgGe	ο
σχετικής	AjBaFeSgGe	σχετικός
σταθερότητας	NoCmFeSgGe	σταθερότητα
.	SENT	.

Θεωρώ	VbMnIdPr01SgIpAv	θεωρώ
ότι	CjSb	ότι
η	AtDfFeSgNm	ο
αρχή	NoCmFeSgNm	αρχή
της	AtDfFeSgGe	ο
σχετικής	AjBaFeSgGe	σχετικός
σταθερότητας	NoCmFeSgGe	σταθερότητα
συνιστά	VbMnIdPr03SgIpAv	συνιστώ
θεμελιώδη	AjBaNePlAc	θεμελιώδης
νομική	AjBaFeSgAc	νομικός
αρχή	NoCmFeSgAc	αρχή
της	AtDfFeSgGe	ο
κοινής	AjBaFeSgGe	κοινός
αλιευτικής	AjBaFeSgGe	αλιευτικός
πολιτικής	NoCmFeSgGe	πολιτική
και	CjCo	και
μια	AtIdFeSgAc	ένας
πρόταση	NoCmFeSgAc	πρόταση
ανατροπής	NoCmFeSgGe	ανατροπή
της	PnPoFe03SgGe	μου
θα	PtFu	θα
ήταν	VbMnIdPa03SgIpPv	είμαι
νομικά	AjBaNePlAc	νομικός
απαράδεκτη	AjBaFeSgNm	απαράδεκτος
.	SENT	.

Θέλω	VbMnIdPr01SgIpAv	θέλω
να	PtSj	να
μάθω	VbMnId01SgPeAv	μαθαίνω
εάν	CjSb	αν
μπορεί	VbMnIdPr03SgIpAv	μπορώ
κανείς	PnIdMa03SgNm	κανένας
να	PtSj	να
θέσει	VbMnId03SgPeAv	θέτω
μία	AtIdFeSgAc	ένας
ένσταση	NoCmFeSgAc	ένσταση
τέτοιου	PnDmNe03SgGe	τέτοιος
είδους	NoCmNeSgGe	είδος
σε	AsPpSp	σε
ένα	AtIdNeSgAc	ένας
έγγραφο	NoCmNeSgAc	έγγραφο
που	PnReNe03SgNm	που
είναι	VbMnIdPr03SgIpPv	είμαι
απλώς	AdBa	απλά
έκθεση	NoCmFeSgAc	έκθεση
,	COMMA	,
και	CjCo	και
όχι	PtNg	όχι
πρόταση	NoCmFeSgAc	πρόταση
νομοθετικού	AjBaNeSgGe	νομοθετικός
περιεχομένου	NoCmNeSgGe	περιεχόμενο
,	COMMA	,
και	CjCo	και
εάν	CjSb	αν
έχω	VbMnIdPr01SgIpAv	έχω
την	AtDfFeSgAc	ο
αρμοδιότητα	NoCmFeSgAc	αρμοδιότητα
να	PtSj	να
το	PnPeNe03SgAcWe	εγώ
πράξω	VbMnId01SgPeAv	πράττω
αυτό	PnDmNe03SgAc	αυτός
την	AtDfFeSgAc	ο
Πέμπτη	DATE	Πέμπτη
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=5	DIG	ID=5
NAME="Πρόεδρος">	RgFwOr	<unknown>
Ακριβώς	AdBa	ακριβώς
εκείνη	PnDmFe03SgAc	εκείνος
τη	AtDfFeSgAc	ο
στιγμή	NoCmFeSgAc	στιγμή
θα	PtFu	θα
μπορέσετε	VbMnId02PlPeAv	μπορώ
πράγματι	AdBa	πράγματι
,	COMMA	,
εάν	CjSb	αν
το	PnPeNe03SgAcWe	εγώ
επιθυμείτε	VbMnIdPr02PlIpAv	επιθυμώ
,	COMMA	,
να	PtSj	να
θέσετε	VbMnId02PlPeAv	θέτω
αυτό	PnDmNe03SgAc	αυτός
το	AtDfNeSgAc	ο
ερώτημα	NoCmNeSgAc	ερώτημα
,	COMMA	,
δηλαδή	AdBa	δηλαδή
την	AtDfFeSgAc	ο
Πέμπτη	DATE	Πέμπτη
πριν	AsPpSp	πριν
την	AtDfFeSgAc	ο
έναρξη	NoCmFeSgAc	έναρξη
της	AtDfFeSgGe	ο
παρουσίασης	NoCmFeSgGe	παρουσίαση
της	AtDfFeSgGe	ο
έκθεσης	NoCmFeSgGe	έκθεση
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=6	DIG	ID=6
NAME="Segni">	RgFwOr	<unknown>
Κυρία	NoPrFeSgAc	Κυρία
Πρόεδρε	VbMnIdPa03SgPeAv	<unknown>
,	COMMA	,
ταυτόχρονα	AdBa	ταυτόχρονα
με	AsPpSp	με
την	AtDfFeSgAc	ο
πρώτη	NmOdFeSgAcAj	πρώτος
περίοδο	NoCmFeSgAc	περίοδος
συνόδου	NoCmFeSgGe	σύνοδος
του	AtDfNeSgGe	ο
Ευρωπαϊκού	AjBaNeSgGe	ευρωπαϊκός
Κοινοβουλίου	NoCmNeSgGe	κοινοβούλιο
αυτού	PnDmNe03SgGe	αυτός
του	AtDfNeSgGe	ο
έτους	NoCmNeSgGe	έτος
,	COMMA	,
στις	AsPpPaFePlAc	στου
Ηνωμένες	AjBaFePlAc	ηνωμένος
Πολιτείες	NoCmFePlAc	πολιτεία
και	CjCo	και
συγκεκριμένα	AdBa	συγκεκριμένα
στο	AsPpPaNeSgAc	στου
Τέξας	NoPrFeSgGe	Τέξα
,	COMMA	,
ορίστηκε	VbMnIdPa03SgPePv	ορίζω
η	AtDfFeSgNm	ο
ημερομηνία	NoCmFeSgNm	ημερομηνία
,	COMMA	,
για	AsPpSp	για
την	AtDfFeSgAc	ο
επόμενη	AjBaFeSgAc	επόμενος
Πέμπτη	DATE	Πέμπτη
δυστυχώς	AdBa	δυστυχώς
,	COMMA	,
της	AtDfFeSgGe	ο
εκτέλεσης	NoCmFeSgGe	εκτέλεση
ενός	AtIdMaSgGe	ένας
θανατοποινίτη	NoCmMaSgAc	θανατοποινίτη
,	COMMA	,
ενός	AtIdNeSgGe	ένας
νέου	AjBaNeSgGe	νέος
34	DIG	34
ετών	NoCmNePlGe	έτος
με	AsPpSp	με
το	AtDfNeSgAc	ο
όνομα	NoCmNeSgAc	όνομα
Hicks	RgFwOr	Hicks
.	SENT	.

<P>	RgFwOr	<unknown>
Κατόπιν	AsPpSp	κατόπιν
πρωτοβουλίας	NoCmFeSgGe	πρωτοβουλία
ενός	AtIdMaSgGe	ένας
γάλλου	AjBaMaSgGe	γάλλος
βουλευτή	NoCmMaSgGe	βουλευτής
,	COMMA	,
του	AtDfMaSgGe	ο
κ.	INIT	κ.
Zimeray	RgFwOr	Zimeray
,	COMMA	,
έχει	VbMnIdPr03SgIpAv	έχω
ήδη	AdBa	ήδη
κατατεθεί	VbMnNfPePv	καταθέτω
αίτηση	NoCmFeSgNm	αίτηση
πολλών	AjBaNePlGe	πολύς
συνυπογραφόντων	NoCmNePlGe	συνυπογραφόντων
,	COMMA	,
συμπεριλαμβανομένου	VbMnPpSgMaPePvGe	συμπεριλαμβανόμενος
του	AtDfMaSgGe	ο
ομιλούντος	AjBaMaSgGe	ομιλών
,	COMMA	,
σας	PnPeMa02PlGeWe	εγώ
ζητώ	VbMnIdPr01SgIpAv	ζητάω
ωστόσο	CjCo	ωστόσο
,	COMMA	,
στο	AsPpPaNeSgAc	στου
πνεύμα	NoCmNeSgAc	πνεύμα
της	AtDfFeSgGe	ο
κατεύθυνσης	NoCmFeSgGe	κατεύθυνση
που	PnReNe03PlNm	που
χάραξαν	VbMnIdPa03PlPeAv	χαράσσω
το	AtDfNeSgAc	ο
Ευρωπαϊκό	AjBaNeSgAc	ευρωπαϊκός
Κοινοβούλιο	NoCmNeSgAc	κοινοβούλιο
και	CjCo	και
ολόκληρη	AjBaFeSgNm	ολόκληρος
η	AtDfFeSgNm	ο
Ευρωπαϊκή	AjBaFeSgNm	ευρωπαϊκός
Κοινότητα	NoCmFeSgNm	κοινότητα
,	COMMA	,
να	PtSj	να
παρέμβετε	VbMnId02PlPeAv	παρεμβαίνω
,	COMMA	,
με	AsPpSp	με
το	AtDfNeSgAc	ο
κύρος	NoCmNeSgAc	κύρος
του	AtDfNeSgGe	ο
αξιώματός	NoCmNeSgGe	αξίωμα
σας	PnPoMa02PlGe	μου
και	CjCo	και
του	AtDfNeSgGe	ο
θεσμικού	AjBaNeSgGe	θεσμικός
οργάνου	NoCmNeSgGe	όργανο
που	PnReNe03SgNm	που
εκπροσωπείτε	VbMnIdPr02PlIpAv	εκπροσωπώ
,	COMMA	,
προς	AsPpSp	προς
τον	AtDfMaSgAc	ο
Πρόεδρο	NoCmMaSgAc	πρόεδρος
και	CjCo	και
τον	AtDfMaSgAc	ο
Κυβερνήτη	NoCmMaSgAc	Κυβερνήτη
του	AtDfNeSgGe	ο
Τέξας	NoCmFeSgGe	τέξα
Bush	RgFwOr	Bush
,	COMMA	,
που	PnReFe03SgNm	που
έχει	VbMnIdPr03SgIpAv	έχω
την	AtDfFeSgAc	ο
εξουσία	NoCmFeSgAc	εξουσία
να	PtSj	να
αναστείλει	VbMnId03SgPeAv	αναστέλλω
τη	AtDfFeSgAc	ο
θανατική	AjBaFeSgAc	θανατικός
καταδίκη	NoCmFeSgAc	καταδίκη
και	CjCo	και
να	PtSj	να
απονείμει	VbMnId03SgPeAv	απονέμω
χάρη	AdBa	χάρη
στον	AsPpPaMaSgAc	στου
κατάδικο	NoCmFeSgAc	κατάδικος
.	SENT	.

<P>	RgFwOr	<unknown>
Η	AtDfFeSgNm	ο
στάση	NoCmFeSgNm	στάση
αυτή	PnDmFe03SgNm	αυτός
είναι	VbMnIdPr03SgIpPv	είμαι
συνεπής	AjBaMaSgNm	συνεπής
με	AsPpSp	με
τις	AtDfFePlAc	ο
αρχές	NoCmFePlAc	αρχή
που	PnReFe03PlNm	που
πάντα	AdBa	πάντα
προσπίζαμε	VbMnIdPa01PlPeAv	προσπίζω
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=7	DIG	ID=7
NAME="Πρόεδρος">	RgFwOr	<unknown>
Ευχαριστώ	VbMnId01SgPePv	ευχαριστώ
κύριε	VbMnIdPa03SgIpAv	κύριος
Segni	RgFwOr	Segni
,	COMMA	,
θα	PtFu	θα
το	PnPeNe03SgAcWe	εγώ
πράξω	AdBa	πράξω
πολύ	AdBa	πολύ
ευχαρίστως	AdBa	ευχάριστα
.	SENT	.

Πράγματι	AdBa	πράγματι
,	COMMA	,
ευθυγραμμίζεται	VbMnIdPr03SgIpPv	ευθυγραμμίζω
απολύτως	AdBa	απόλυτα
με	AsPpSp	με
τις	AtDfFePlAc	ο
θέσεις	NoCmFePlAc	θέση
που	PnReFe03PlNm	που
ανέκαθεν	AdBa	ανέκαθεν
υιοθετούσε	VbMnIdPa03SgIpAv	υιοθετώ
το	AtDfNeSgAc	ο
Κοινοβούλιό	NoCmNeSgAc	κοινοβούλιο
μας	PnPoMa01PlGe	μου
.	SENT	.

<SPEAKER	RgFwOr	<SPEAKER
ID=8	DIG	ID=8
LANGUAGE="DE	RgFwOr	<unknown>
"	QUOT	"
NAME="Schroedter">	RgFwOr	<unknown>
Κυρία	NoPrFeSgAc	Κυρία
Πρόεδρε	VbMnIdPa03SgPeAv	<unknown>
,	COMMA	,
θα	PtFu	θα
ήθελα	VbMnIdPa01SgIpAv	θέλω
να	PtSj	να
επιστήσω	VbMnId01SgPeAv	εφιστώ
την	AtDfFeSgAc	ο
προσοχή	NoCmFeSgAc	προσοχή
σας	PnPoMa02PlGe	μου
σε	AsPpSp	σε
μία	AtIdFeSgAc	ένας
περίπτωση	NoCmFeSgAc	περίπτωση
με	AsPpSp	με
την	AtDfFeSgAc	ο
οποία	PnReFe03SgAc	οποίος
έχει	VbMnIdPr03SgIpAv	έχω
ασχοληθεί	VbMnNfPePv	ασχολούμαι
επανειλημμένα	AdBa	επανειλημμένα
αυτό	PnDmNe03SgAc	αυτός
το	AtDfNeSgAc	ο
Κοινοβούλιο	NoCmNeSgAc	κοινοβούλιο
.	SENT	.

Εννοώ	VbMnIdPr01SgIpAv	εννοώ
την	AtDfFeSgAc	ο
περίπτωση	NoCmFeSgAc	περίπτωση
του	AtDfNeSgGe	ο
Alexander	RgFwOr	Alexander
Nikitin	RgFwOr	Nikitin
.	SENT	.

Όλοι	AjBaMaPlNm	όλος
εδώ	AdBa	εδώ
χαιρόμαστε	VbMnIdPr01PlIpPv	χαίρω
που	PnReMa03SgNm	που
τον	PnPeMa03SgAcWe	εγώ
αθώωσε	VbMnIdPa03SgPeAv	αθωώνω
το	AtDfNeSgNm	ο
δικαστήριο	NoCmNeSgNm	δικαστήριο
,	COMMA	,
